genus,MEO10_0,MEO10_6,MEO11_0,MEO11_6,MEO12_0,MEO12_6,MEO13_0,MEO13_6,MEO14_0,MEO14_6,MEO15_0,MEO15_6,MEO16_0,MEO16_6,MEO17_0,MEO17_6,MEO18_0,MEO18_6,MEO19_0,MEO19_6,MEO1_0,MEO1_7,MEO20_0,MEO20_6,MEO2_0,MEO2_7,MEO3_0,MEO3_7,MEO4_0,MEO4_7,MEO5_0,MEO5_7,MEO6_0,MEO6_7,MEO7_0,MEO7_6,MEO9_0,MEO9_6,MEY10_0,MEY10_6,MEY12_0,MEY12_6,MEY13_0,MEY13_6,MEY14_0,MEY14_6,MEY15_0,MEY15_cntrl,MEY16_0,MEY16_6,MEY17_0,MEY17_6,MEY18_0,MEY18_6,MEY19_0,MEY19_6,MEY1_0,MEY1_6,MEY20_0,MEY20_6,MEY21_0,MEY21_6,MEY22_0,MEY22_6,MEY23_0,MEY23_6,MEY24_0,MEY24_6,MEY2_0,MEY2_6,MEY3_0,MEY3_6,MEY5_0,MEY5_6,MEY6_0,MEY6_6,MEY9_0,MEY9_6,total,superkingdom,kingdom,phylum,class,order,family,tax
Salininema,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,2,1,0,3,0,5,0,0,0,0,0,1,0,0,0,0,19,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Glycomycetales,Glycomycetaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Glycomycetales;Glycomycetaceae;Salininema
Stackebrandtia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Glycomycetales,Glycomycetaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Glycomycetales;Glycomycetaceae;Stackebrandtia
Haloactinopolyspora,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Jiangellales,Jiangellaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Jiangellales;Jiangellaceae;Haloactinopolyspora
Kineococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Kineosporiales,Kineosporiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Kineosporiales;Kineosporiaceae;Kineococcus
Kineosporia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Kineosporiales,Kineosporiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Kineosporiales;Kineosporiaceae;Kineosporia
Pseudokineococcus,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Kineosporiales,Kineosporiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Kineosporiales;Kineosporiaceae;Pseudokineococcus
Bogoriella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Bogoriellaceae;Bogoriella
Georgenia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Bogoriellaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Bogoriellaceae;Georgenia
Brevibacterium,2,9,0,3,1,8,8,5,11,1,2,2,7,9,2,2,7,6,5,13,7,3,1,3,3,3,2,1,0,3,4,6,11,12,1,7,4,4,1,1,0,7,1,3,3,3,0,0,3,4,6,4,7,13,4,18,3,4,9,1,0,9,75,3,5,25,3,24,5,8,8,9,1,4,0,1,4,15,472,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Brevibacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium
Cellulomonas,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Cellulomonadaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas
Demequina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Demequinaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Demequinaceae;Demequina
Brachybacterium,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,18,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Brachybacterium
Dermabacter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Dermabacteraceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermabacteraceae;Dermabacter
Allobranchiibius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,10,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermacoccaceae;Allobranchiibius
Branchiibius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermacoccaceae;Branchiibius
Dermacoccus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermacoccaceae;Dermacoccus
Luteipulveratus,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermacoccaceae;Luteipulveratus
Agilicoccus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Dermatophilaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Dermatophilaceae;Agilicoccus
Aquipuribacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Aquipuribacter
Intrasporangium,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Intrasporangium
Janibacter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Janibacter
Knoellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Knoellia
Phycicoccus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Phycicoccus
Terrabacter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,5,1,4,1,0,0,0,7,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,38,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Terrabacter
Tetrasphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Intrasporangiaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Intrasporangiaceae;Tetrasphaera
Agrococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Agrococcus
Agromyces,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,2,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,5,31,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Agromyces
Amnibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Amnibacterium
Candidatus Flaviluna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Candidatus Flaviluna
Canibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Canibacter
Clavibacter,0,0,0,0,0,0,13,0,52,0,0,0,0,0,0,0,17,0,1,4,0,0,0,2,15,21,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,5,16,0,0,3,0,0,0,0,5,1,0,1,2,0,0,0,0,0,15,188,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Clavibacter
Conyzicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Conyzicola
Cryobacterium,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Cryobacterium
Curtobacterium,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Curtobacterium
Gulosibacter,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,9,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Gulosibacter
Humibacter,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Humibacter
Leifsonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Leifsonia
Leucobacter,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,2,0,3,0,30,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Leucobacter
Microbacterium,7,2,4,0,4,2,7,0,5,1,3,3,2,1,5,0,1,0,2,2,8,1,3,8,2,5,3,1,5,2,4,3,10,7,2,1,5,9,3,2,2,4,3,2,4,2,3,0,2,3,6,4,5,6,1,6,9,7,5,2,0,3,21,4,6,13,2,9,3,3,1,7,3,7,1,6,6,7,313,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Microbacterium
Okibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Okibacterium
Planctomonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Planctomonas
Rhodoglobus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Rhodoglobus
Arthrobacter,2,1,0,2,0,2,1,0,3,0,1,0,1,0,0,1,0,1,1,1,0,0,0,2,0,0,0,1,1,1,1,1,3,1,0,0,1,2,1,0,0,0,2,0,2,0,0,0,1,0,0,0,1,1,0,2,1,2,0,0,0,0,8,1,0,2,1,2,0,2,0,0,0,1,0,0,0,1,62,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Arthrobacter
Citricoccus,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,0,1,0,1,0,1,1,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,2,1,0,33,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Citricoccus
Glutamicibacter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Glutamicibacter
Kocuria,3,1,0,0,1,0,2,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,30,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Kocuria
Nesterenkonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Nesterenkonia
Pseudarthrobacter,0,1,2,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,2,0,4,2,0,1,1,0,0,1,1,1,3,1,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,4,1,3,2,1,3,0,0,0,2,0,1,1,1,0,4,61,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Pseudarthrobacter
Rothia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Rothia
Sinomonas,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,2,0,1,2,1,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,2,32,Bacteria,Bacteria_none,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Sinomonas
