species,MEO10_0,MEO10_6,MEO11_0,MEO11_6,MEO12_0,MEO12_6,MEO13_0,MEO13_6,MEO14_0,MEO14_6,MEO15_0,MEO15_6,MEO16_0,MEO16_6,MEO17_0,MEO17_6,MEO18_0,MEO18_6,MEO19_0,MEO19_6,MEO1_0,MEO1_7,MEO20_0,MEO20_6,MEO2_0,MEO2_7,MEO3_0,MEO3_7,MEO4_0,MEO4_7,MEO5_0,MEO5_7,MEO6_0,MEO6_7,MEO7_0,MEO7_6,MEO9_0,MEO9_6,MEY10_0,MEY10_6,MEY12_0,MEY12_6,MEY13_0,MEY13_6,MEY14_0,MEY14_6,MEY15_0,MEY15_cntrl,MEY16_0,MEY16_6,MEY17_0,MEY17_6,MEY18_0,MEY18_6,MEY19_0,MEY19_6,MEY1_0,MEY1_6,MEY20_0,MEY20_6,MEY21_0,MEY21_6,MEY22_0,MEY22_6,MEY23_0,MEY23_6,MEY24_0,MEY24_6,MEY2_0,MEY2_6,MEY3_0,MEY3_6,MEY5_0,MEY5_6,MEY6_0,MEY6_6,MEY9_0,MEY9_6,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Desulfosporosinus hippei,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2,2,0,1,0,6,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,2,0,2,0,0,2,3,0,0,0,2,7,0,5,2,3,3,1,1,0,2,0,0,0,5,4,0,74,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus hippei
Desulfosporosinus meridiei,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,2,0,2,0,0,0,1,2,1,4,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,3,0,0,0,2,2,0,0,0,0,5,0,3,2,0,4,1,1,7,3,0,10,0,2,5,3,86,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus meridiei
Desulfosporosinus metallidurans,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus metallidurans
Desulfosporosinus nitroreducens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfosporosinus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus nitroreducens
Syntrophobotulus glycolicus,0,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,5,34,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfitobacteriaceae,Syntrophobotulus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Syntrophobotulus;Syntrophobotulus glycolicus
Cryptanaerobacter phenolicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Cryptanaerobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Cryptanaerobacter;Cryptanaerobacter phenolicus
Desulfotomaculum defluvii,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,1,2,7,0,1,1,0,0,1,1,1,2,0,1,34,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Desulfotomaculum;Desulfotomaculum defluvii
Desulfotomaculum nigrificans,0,1,0,2,1,2,3,0,2,0,1,2,0,1,0,2,2,0,2,3,0,0,3,2,0,2,1,2,2,1,2,0,4,2,0,0,2,1,0,0,1,1,0,0,2,0,0,0,2,2,1,0,1,7,0,1,0,3,1,2,0,0,15,2,3,1,0,2,1,0,2,4,1,2,1,2,2,2,112,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Desulfotomaculum;Desulfotomaculum nigrificans
Desulfotomaculum varum,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Desulfotomaculum;Desulfotomaculum varum
Desulfurispora thermophila,0,0,0,0,1,1,0,0,1,2,1,0,0,1,0,0,2,5,1,1,1,2,2,1,4,1,0,3,0,0,5,2,1,3,0,2,1,1,0,1,0,1,1,0,2,0,2,0,0,1,2,0,1,1,1,1,1,3,1,0,0,3,11,2,3,3,1,2,0,2,3,1,0,2,0,3,1,0,101,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfurispora,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Desulfurispora;Desulfurispora thermophila
Pelotomaculum isophthalicicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Pelotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum isophthalicicum
Pelotomaculum propionicicum,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Pelotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum propionicicum
Pelotomaculum terephthalicicum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Pelotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum terephthalicicum
Pelotomaculum thermopropionicum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,4,0,3,0,2,0,0,0,6,33,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Desulfotomaculaceae,Pelotomaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfotomaculaceae;Pelotomaculum;Pelotomaculum thermopropionicum
Acetobacterium bakii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium;Acetobacterium bakii
Acetobacterium fimetarium,0,0,0,0,2,2,2,0,1,0,1,0,2,0,0,2,0,1,0,0,0,0,4,0,0,1,0,0,0,3,0,4,0,5,0,2,0,2,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,1,0,5,0,0,1,0,1,17,0,4,4,0,6,0,0,0,0,0,0,0,0,4,6,90,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium;Acetobacterium fimetarium
Alkalibacter mobilis,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26,52,0,0,133,31,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Alkalibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibacter;Alkalibacter mobilis
Alkalibacter saccharofermentans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,166,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,242,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Alkalibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibacter;Alkalibacter saccharofermentans
Alkalibaculum bacchi,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Alkalibaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibaculum;Alkalibaculum bacchi
Alkalibaculum sporogenes,2,2,2,1,5,5,2,0,6,1,1,0,12,4,12,6,0,0,2,4,1,1,0,3,13,7,0,1,0,2,0,2,27,0,2,2,1,2,1,3,14,2,5,0,2,9,6,0,6,0,4,2,19,6,2,10,2,2,0,1,0,0,3,1,55,16,9,75,0,3,0,0,0,1,1,3,11,23,428,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Alkalibaculum,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibaculum;Alkalibaculum sporogenes
Aminicella lysinilytica,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Aminicella,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Aminicella;Aminicella lysinilytica
Anaerofustis stercorihominis,2,1,0,0,1,0,1,0,6,19,15,14,6,4,25,28,1,13,6,7,19,231,66,27,0,3,6,13,32,25,13,3,23,5,7,9,0,4,2,1,1,1,1,0,1,1,0,0,0,0,4,1,0,8,0,1,13,2,5,2,2,2,34,5,1,62,1,2,0,1,0,4,1,2,0,0,11,45,852,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Anaerofustis,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Anaerofustis;Anaerofustis stercorihominis
Eubacterium aggregans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium aggregans
Eubacterium barkeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,3,4,0,0,0,0,0,0,0,0,0,0,14,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium barkeri
Eubacterium coprostanoligenes,4,9,10,231,12,21,1240,9,91,3,945,525,618,622,783,21,188,768,113,730,1743,1099,837,1392,96,112,1691,2986,3219,4335,1966,2398,3344,844,90,6,7,10,98,344,411,260,534,219,403,219,212,1,363,119,1174,314,1685,543,496,209,370,2344,10,245,12,34,282,550,9228,1579,2422,65,1165,94,1033,1883,2620,6,3332,273,1359,725,70353,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium coprostanoligenes
Eubacterium limosum,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,6,2,0,2,6,0,2,0,0,3,0,0,3,0,7,0,0,2,3,0,0,0,0,0,0,0,3,0,0,3,0,4,2,0,0,0,0,8,4,0,3,0,3,10,1,3,2,0,2,0,0,0,0,0,2,0,0,1,6,98,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium limosum
Eubacterium multiforme,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,1,2,0,0,1,3,0,1,0,1,1,1,4,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,3,1,2,2,0,1,3,7,1,2,2,0,1,0,3,2,1,2,0,1,0,2,5,67,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium multiforme
Eubacterium oxidoreducens,0,1,1,1,1,0,1,0,4,0,0,1,1,1,2,6,0,0,1,8,0,1,8,4,3,2,0,3,0,1,0,0,0,6,0,1,3,2,2,3,0,0,1,2,0,1,0,0,2,0,1,0,1,3,0,13,3,2,0,1,0,2,13,1,4,3,1,3,1,3,0,2,1,1,2,2,0,6,143,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium oxidoreducens
Eubacterium pyruvativorans,1,4,1,1,0,0,0,1,0,0,0,4,4,0,0,1,1,0,0,2,0,0,1,3,0,0,0,0,1,1,0,1,1,3,0,0,1,8,0,3,1,0,2,0,4,4,1,0,0,0,1,2,2,1,2,2,2,8,0,1,0,1,5,0,1,3,0,4,1,5,2,7,0,5,1,7,2,5,125,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium pyruvativorans
Eubacterium ramulus,1,3,0,1,0,1,0,1,8,1,1,1,3,5,4,6,6,7,9,6,1,2,2,8,5,5,1,5,1,2,3,4,2,17,1,7,4,5,5,3,1,1,10,3,10,1,3,0,13,2,5,2,5,76,2,30,4,6,40,1,0,9,78,4,3,20,0,18,1,11,5,23,0,4,0,3,13,7,561,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium ramulus
Eubacterium ruminantium,3,20,5,5,2,11,6,24,130,29,1,11,55,73,21,73,18,7,10,66,7,12,8,16,4,10,3,7,11,5,23,12,16,21,1,6,4,16,4,24,3,5,4,6,8,5,3,0,5,6,12,6,9,19,8,10,31,20,5,2,0,7,111,39,9,62,7,24,29,4,12,59,7,5,8,10,7,27,1374,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium ruminantium
Eubacterium uniforme,0,1,0,0,0,3,2,1,10,0,0,0,1,0,1,2,0,2,1,0,2,3,0,4,1,4,0,0,1,0,1,2,2,6,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,6,3,0,6,4,0,2,4,4,2,1,1,8,28,10,4,3,0,7,6,4,1,1,0,2,5,6,1,4,178,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium uniforme
Eubacterium ventriosum,0,11,3,9,9,39,54,8,15,6,30,15,30,22,21,11,0,0,28,21,71,5,285,105,0,3,2,0,4,0,83,165,125,141,8,11,2,2,0,23,44,10,64,13,22,5,6,0,45,16,84,12,2,31,0,2,3,6,1,13,1,10,44,20,0,62,0,3,2,4,0,3,129,79,434,52,3,6,2598,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium ventriosum
Eubacterium xylanophilum,0,5,13,55,19,6,10,14,6,31,31,34,10,4,18,5,23,39,7,15,34,81,73,31,193,1481,1,1,198,83,11,22,33,29,7,15,3,89,1,2,3,6,11,0,10,12,2,0,4,4,45,13,3,12,2,3,485,84,19,49,3,43,151,68,3,44,4,26,58,3,8,4,11,0,15,5,8,13,3967,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium xylanophilum
[Eubacterium] cellulosolvens,1,2,1,6,0,2,7,0,10,2,2,4,3,14,8,4,4,11,5,7,5,10,1,10,5,7,4,15,1,2,5,1,6,4,1,1,3,0,2,2,1,2,5,2,5,7,1,0,2,3,13,6,5,22,1,4,8,17,4,5,0,3,36,7,5,18,1,9,7,4,6,13,0,6,5,4,4,9,428,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;[Eubacterium] cellulosolvens
Garciella nitratireducens,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Garciella,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Garciella;Garciella nitratireducens
Intestinibacillus massiliensis,0,0,0,0,0,0,32,0,23,0,0,1,0,0,0,0,0,5,7,57,0,0,29,130,2,1,3,0,4,2,0,0,182,120,1,1,1,0,1,4,8,0,13,1,0,1,3,0,6,4,5,1,4,79,2,65,9,0,70,16,1,43,343,3,2,63,2,44,1,1,4,9,2,0,0,0,29,437,1877,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Intestinibacillus,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Intestinibacillus;Intestinibacillus massiliensis
Irregularibacter muris,0,2,0,0,0,1,2,0,4,0,0,3,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,1,0,1,0,2,2,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,15,57,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Irregularibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Irregularibacter;Irregularibacter muris
Pseudoramibacter alactolyticus,0,2,0,0,0,2,1,1,0,1,0,1,2,1,0,0,1,0,0,0,0,0,4,7,1,0,7,10,9,2,11,3,1,4,0,1,0,1,0,0,0,3,0,1,0,1,0,0,1,0,3,0,1,0,0,0,0,3,0,1,0,1,8,1,0,6,0,1,0,0,0,1,0,2,1,0,1,1,110,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Pseudoramibacter;Pseudoramibacter alactolyticus
Pseudoramibacter porci,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,28,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Pseudoramibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Pseudoramibacter;Pseudoramibacter porci
Rhabdanaerobium thermarum,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,26,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Rhabdanaerobium,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Rhabdanaerobium;Rhabdanaerobium thermarum
Acidaminobacter hydrogenoformans,1,1,0,0,1,1,2,0,2,3,2,2,0,3,1,1,2,0,2,2,6,1,3,7,1,2,5,2,16,9,0,6,3,0,0,0,1,2,0,0,1,2,0,3,2,0,2,0,0,0,6,2,0,2,0,3,0,0,1,1,0,2,12,4,1,3,1,3,1,1,1,3,0,1,0,2,3,12,165,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XII. Incertae Sedis,Acidaminobacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Acidaminobacter;Acidaminobacter hydrogenoformans
Fusibacter bizertensis,0,0,0,0,2,2,5,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,6,0,0,0,8,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,7,0,0,2,16,10,1,0,0,0,9,0,0,0,0,2,0,4,0,6,0,0,0,2,10,26,136,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XII. Incertae Sedis,Fusibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Fusibacter;Fusibacter bizertensis
Fusibacter ferrireducens,0,0,0,0,0,0,2,3,2,2,0,0,0,2,0,0,0,0,1,1,0,0,11,8,0,1,0,0,0,0,0,6,26,0,0,0,1,4,1,0,0,2,4,0,0,0,1,0,3,0,6,0,0,3,0,4,0,0,3,0,0,6,14,0,0,7,0,10,0,0,13,0,0,1,0,6,5,26,185,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XII. Incertae Sedis,Fusibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Fusibacter;Fusibacter ferrireducens
Fusibacter fontis,0,0,0,1,0,4,0,0,2,3,0,0,0,4,0,0,3,5,2,2,3,0,0,2,1,0,7,0,5,7,3,7,0,4,0,0,3,1,0,0,0,0,1,0,1,0,1,0,1,0,2,6,8,9,0,2,0,5,0,0,0,0,20,0,0,4,5,2,12,0,0,0,0,0,0,2,3,0,153,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Eubacteriales Family XII. Incertae Sedis,Fusibacter,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Fusibacter;Fusibacter fontis
